0000004C, AMS_PackVoltage, 0.0
0000FB77, VoltageCell60, 3.8801
0000FB78, AdjustedVoltageCellMuxSelect, 19
0000FB78, AdjustedVoltageCell58, 3.9084000000000003
0000FB78, AdjustedVoltageCell59, 3.8703000000000003
0000FB78, AdjustedVoltageCell60, 3.8801
0000FB7D, TempChannelMuxSelect, 19
0000FB7D, TempChannel58, 21.61
0000FB7D, TempChannel59, 21.61
0000FB7D, TempChannel60, 21.61
0000FB8F, ThrottlePercent, 0
0000FB8F, BrakePercent, 9
0000FB8F, brakePressure, 10
0000FB8F, SteeringAngle, -102
0000FB8F, BrakeWhileThrottle, 0
0000FB8F, VCU_wheelSpeed_RL, 0.0
0000FB8F, VCU_wheelSpeed_RR, 0.0
0000FB91, RLSpeedKPH, 0.0
0000FB91, RRSpeedKPH, 0.0
0000FB91, FLSpeedKPH, 0.0
0000FB91, FRSpeedKPH, 0.0
0000FB93, TCTorqueMax, 3.392
0000FB93, TCLeftSlip, -0.999
0000FB93, TCRightSlip, -0.999
0000FB93, TCTorqueAdjustment, 0.0
0000FBA9, VoltageBusHV, 0.02
0000FBA9, VoltageCellMax, 3.9128000000000003
0000FBA9, VoltageCellMin, 3.6955
0000FBA9, CurrentBusHV, 0.0
0000FBAB, AMS_PackVoltage, 525.58
0000FBB2, VCU_wheelSpeed_RL, 0.0
0000FBB2, VCU_wheelSpeed_RR, 0.0
0000FBB4, RLSpeedKPH, 0.0
0000FBB4, RRSpeedKPH, 0.0
0000FBB4, FLSpeedKPH, 0.0
0000FBB4, FRSpeedKPH, 0.0
0000FBB6, TCTorqueMax, 3.392
0000FBB6, TCLeftSlip, -0.999
0000FBB6, TCRightSlip, -0.999
0000FBB6, TCTorqueAdjustment, 0.0
0000FBBE, StateBatteryChargeHV, 92.80000000000001
0000FBBE, StateBatteryHealthHV, 0.0
0000FBBE, StateBatteryPowerHV, 100.80000000000001
0000FBBE, TempCellMax, 24.75
0000FBBE, TempCellMin, 21.5
0000FBBE, StateBMS, Wait_System_Up
0000FBBE, VoltageCellMuxSelect, 20
0000FBBE, VoltageCell61, 3.7150000000000003
0000FBBE, VoltageCell62, 3.7241
0000FBBE, VoltageCell63, 3.7253000000000003
0000FBC0, AdjustedVoltageCellMuxSelect, 20
0000FBC0, AdjustedVoltageCell61, 3.7147
0000FBC0, AdjustedVoltageCell62, 3.7241
0000FBC0, AdjustedVoltageCell63, 3.7253000000000003
0000FBC1, ThrottlePercent, 0
0000FBC1, BrakePercent, 9
0000FBC1, brakePressure, 10
0000FBC1, SteeringAngle, -102
0000FBC1, BrakeWhileThrottle, 0
0000FBC2, TempChannelMuxSelect, 20
0000FBC2, TempChannel61, 21.61
0000FBC2, TempChannel62, 21.61
0000FBC2, TempChannel63, 21.61
0000FBD5, VCU_wheelSpeed_RL, 0.0
0000FBD5, VCU_wheelSpeed_RR, 0.0
0000FBD7, RLSpeedKPH, 0.0
0000FBD7, RRSpeedKPH, 0.0
0000FBD7, FLSpeedKPH, 0.0
0000FBD7, FRSpeedKPH, 0.0
0000FBD9, TCTorqueMax, 3.392
0000FBD9, TCLeftSlip, -0.999
0000FBD9, TCRightSlip, -0.999
0000FBD9, TCTorqueAdjustment, 0.0
0000FBDA, VoltageCellMuxSelect, 21
0000FBDA, VoltageCell64, 3.7271
0000FBDA, VoltageCell65, 3.7264000000000004
0000FBDA, VoltageCell66, 3.7288
0000FBDC, AdjustedVoltageCellMuxSelect, 21
0000FBDC, AdjustedVoltageCell64, 3.7271
0000FBDC, AdjustedVoltageCell65, 3.7264000000000004
0000FBDC, AdjustedVoltageCell66, 3.7288
0000FBDE, TempChannelMuxSelect, 21
0000FBDE, TempChannel64, 21.61
0000FBDE, TempChannel65, 21.61
0000FBDE, TempChannel66, 21.61
0000FBF3, ThrottlePercent, 0
0000FBF3, BrakePercent, 8
0000FBF3, brakePressure, 10
0000FBF3, SteeringAngle, -102
0000FBF3, BrakeWhileThrottle, 0
0000FBF8, VCU_wheelSpeed_RL, 0.0
0000FBF8, VCU_wheelSpeed_RR, 0.0
0000FBFA, RLSpeedKPH, 0.0
0000FBFA, RRSpeedKPH, 0.0
0000FBFA, FLSpeedKPH, 0.0
0000FBFA, FRSpeedKPH, 0.0
0000FBFC, TCTorqueMax, 3.392
0000FBFC, TCLeftSlip, -0.999
0000FBFC, TCRightSlip, -0.999
0000FBFC, TCTorqueAdjustment, 0.0
0000FC0C, VoltageCellMuxSelect, 22
0000FC0C, VoltageCell67, 3.7141
0000FC0C, VoltageCell68, 3.7834000000000003
0000FC0C, VoltageCell69, 3.7723
0000FC0D, VoltageBusLV, 12113
0000FC0D, CurrentBusLV, 390
0000FC0F, VoltageBusHV, 0.01
0000FC0F, VoltageCellMax, 3.9129
0000FC0F, VoltageCellMin, 3.6956
0000FC0F, CurrentBusHV, 0.0
0000FC10, AdjustedVoltageCellMuxSelect, 22
0000FC10, AdjustedVoltageCell67, 3.7138
0000FC10, AdjustedVoltageCell68, 3.7836000000000003
0000FC10, AdjustedVoltageCell69, 3.7724
0000FC11, AMS_PackVoltage, 525.58
0000FC12, TempChannelMuxSelect, 22
0000FC12, TempChannel67, 21.61
0000FC12, TempChannel68, 21.61
0000FC12, TempChannel69, 21.590000000000003
0000FC1B, VCU_wheelSpeed_RL, 0.0
0000FC1B, VCU_wheelSpeed_RR, 0.0
0000FC1D, RLSpeedKPH, 0.0
0000FC1D, RRSpeedKPH, 0.0
0000FC1D, FLSpeedKPH, 0.0
0000FC1D, FRSpeedKPH, 0.0
0000FC1F, TCTorqueMax, 3.392
0000FC1F, TCLeftSlip, -0.999
0000FC1F, TCRightSlip, -0.999
0000FC1F, TCTorqueAdjustment, 0.0
0000FC25, ThrottlePercent, 0
0000FC25, BrakePercent, 8
0000FC25, brakePressure, 10
0000FC25, SteeringAngle, -102
0000FC25, BrakeWhileThrottle, 0
0000FC2B, StateBatteryChargeHV, 92.80000000000001
0000FC2B, StateBatteryHealthHV, 0.0
0000FC2B, StateBatteryPowerHV, 100.80000000000001
0000FC2B, TempCellMax, 24.75
0000FC2B, TempCellMin, 21.5
0000FC2B, StateBMS, Wait_System_Up
0000FC3E, VCU_wheelSpeed_RL, 0.0
0000FC3E, VCU_wheelSpeed_RR, 0.0
0000FC3E, VoltageCellMuxSelect, 23
0000FC3E, VoltageCell70, 3.7732
0000FC3E, VoltageCell71, 3.7149
0000FC3E, VoltageCell72, 3.7258
0000FC40, RLSpeedKPH, 0.0
0000FC40, RRSpeedKPH, 0.0
0000FC40, FLSpeedKPH, 0.0
0000FC40, FRSpeedKPH, 0.0
0000FC42, AdjustedVoltageCellMuxSelect, 23
0000FC42, AdjustedVoltageCell70, 3.7733000000000003
0000FC42, AdjustedVoltageCell71, 3.7145
0000FC42, AdjustedVoltageCell72, 3.7258
0000FC42, TCTorqueMax, 3.392
0000FC42, TCLeftSlip, -0.999
0000FC42, TCRightSlip, -0.999
0000FC42, TCTorqueAdjustment, 0.0
0000FC43, TempChannelMuxSelect, 23
0000FC43, TempChannel70, 21.72
0000FC43, TempChannel71, 21.730000000000004
0000FC43, TempChannel72, 21.560000000000002
0000FC57, ThrottlePercent, 0
0000FC57, BrakePercent, 9
0000FC57, brakePressure, 10
0000FC57, SteeringAngle, -102
0000FC57, BrakeWhileThrottle, 0
0000FC61, VCU_wheelSpeed_RL, 0.0
0000FC61, VCU_wheelSpeed_RR, 0.0
0000FC63, RLSpeedKPH, 0.0
0000FC63, RRSpeedKPH, 0.0
0000FC63, FLSpeedKPH, 0.0
0000FC63, FRSpeedKPH, 0.0
0000FC65, TCTorqueMax, 3.392
0000FC65, TCLeftSlip, -0.999
0000FC65, TCRightSlip, -0.999
0000FC65, TCTorqueAdjustment, 0.0
0000FC72, VoltageCellMuxSelect, 24
0000FC72, VoltageCell73, 3.7168
0000FC72, VoltageCell74, 3.7173000000000003
0000FC72, VoltageCell75, 3.716
0000FC73, AdjustedVoltageCellMuxSelect, 24
0000FC73, AdjustedVoltageCell73, 3.7169000000000003
0000FC73, AdjustedVoltageCell74, 3.7173000000000003
0000FC73, AdjustedVoltageCell75, 3.716
0000FC77, VoltageBusHV, 0.05
0000FC77, VoltageCellMax, 3.9129
0000FC77, VoltageCellMin, 3.6956
0000FC77, CurrentBusHV, 0.0
0000FC77, TempChannelMuxSelect, 24
0000FC77, TempChannel73, 21.53
0000FC77, TempChannel74, 21.590000000000003
0000FC77, TempChannel75, 21.659999999999997
0000FC8B, AMS_PackVoltage, 525.58
0000FC8B, VCU_wheelSpeed_RL, 0.0
0000FC8B, VCU_wheelSpeed_RR, 0.0
0000FC8B, RLSpeedKPH, 0.0
0000FC8B, RRSpeedKPH, 0.0
0000FC8B, FLSpeedKPH, 0.0
0000FC8B, FRSpeedKPH, 0.0
0000FC8B, TCTorqueMax, 3.392
0000FC8B, TCLeftSlip, -0.999
0000FC8B, TCRightSlip, -0.999
0000FC8B, TCTorqueAdjustment, 0.0
0000FC8B, ThrottlePercent, 0
0000FC8B, BrakePercent, 4
0000FC8B, brakePressure, 10
0000FC8B, SteeringAngle, -102
0000FC8B, BrakeWhileThrottle, 0
0000FC99, StateBatteryChargeHV, 92.80000000000001
0000FC99, StateBatteryHealthHV, 0.0
0000FC99, StateBatteryPowerHV, 100.80000000000001
0000FC99, TempCellMax, 24.75
0000FC99, TempCellMin, 21.5
0000FC99, StateBMS, Wait_System_Up
0000FCA4, VoltageCellMuxSelect, 25
0000FCA4, VoltageCell76, 3.7211000000000003
0000FCA4, VoltageCell77, 3.7081000000000004
0000FCA4, VoltageCell78, 3.7805
0000FCA5, AdjustedVoltageCellMuxSelect, 25
0000FCA5, AdjustedVoltageCell76, 3.7211000000000003
0000FCA5, AdjustedVoltageCell77, 3.7075
0000FCA5, AdjustedVoltageCell78, 3.781
0000FCA7, VCU_wheelSpeed_RL, 0.0
0000FCA7, VCU_wheelSpeed_RR, 0.0
0000FCA9, RLSpeedKPH, 0.0
0000FCA9, RRSpeedKPH, 0.0
0000FCA9, FLSpeedKPH, 0.0
0000FCA9, FRSpeedKPH, 0.0
0000FCAA, TempChannelMuxSelect, 25
0000FCAA, TempChannel76, 21.590000000000003
0000FCAA, TempChannel77, 21.549999999999997
0000FCAA, TempChannel78, 21.67
0000FCAB, TCTorqueMax, 3.392
0000FCAB, TCLeftSlip, -0.999
0000FCAB, TCRightSlip, -0.999
0000FCAB, TCTorqueAdjustment, 0.0
0000FCBB, ThrottlePercent, 0
0000FCBB, BrakePercent, 6
0000FCBB, brakePressure, 10
0000FCBB, SteeringAngle, -102
0000FCBB, BrakeWhileThrottle, 0
0000FCCA, VCU_wheelSpeed_RL, 0.0
0000FCCA, VCU_wheelSpeed_RR, 0.0
0000FCCC, RLSpeedKPH, 0.0
0000FCCC, RRSpeedKPH, 0.0
0000FCCC, FLSpeedKPH, 0.0
0000FCCC, FRSpeedKPH, 0.0
0000FCCE, TCTorqueMax, 3.392
0000FCCE, TCLeftSlip, -0.999
0000FCCE, TCRightSlip, -0.999
0000FCCE, TCTorqueAdjustment, 0.0
0000FCD4, VoltageCellMuxSelect, 26
0000FCD4, VoltageCell79, 3.77
0000FCD4, VoltageCell80, 3.7721
0000FCD4, VoltageCell81, 3.7161
0000FCD6, AdjustedVoltageCellMuxSelect, 26
0000FCD6, AdjustedVoltageCell79, 3.7701000000000002
0000FCD6, AdjustedVoltageCell80, 3.7721
0000FCD6, AdjustedVoltageCell81, 3.7155
0000FCDA, TempChannelMuxSelect, 26
0000FCDA, TempChannel79, 21.689999999999998
0000FCDA, TempChannel80, 21.540000000000006
0000FCDA, TempChannel81, 21.620000000000005
0000FCDF, VoltageBusHV, 0.04
0000FCDF, VoltageCellMax, 3.9128000000000003
0000FCDF, VoltageCellMin, 3.6957
0000FCDF, CurrentBusHV, 0.01
0000FCE0, AMS_PackVoltage, 525.58
0000FCED, ThrottlePercent, 0
0000FCED, BrakePercent, 8
0000FCED, brakePressure, 10
0000FCED, SteeringAngle, -102
0000FCED, BrakeWhileThrottle, 0
0000FCED, VCU_wheelSpeed_RL, 0.0
0000FCED, VCU_wheelSpeed_RR, 0.0
0000FCEF, RLSpeedKPH, 0.0
0000FCEF, RRSpeedKPH, 0.0
0000FCEF, FLSpeedKPH, 0.0
0000FCEF, FRSpeedKPH, 0.0
0000FCF1, TCTorqueMax, 3.392
0000FCF1, TCLeftSlip, -0.999
0000FCF1, TCRightSlip, -0.999
0000FCF1, TCTorqueAdjustment, 0.0
0000FD07, StateBatteryChargeHV, 92.80000000000001
0000FD07, StateBatteryHealthHV, 0.0
0000FD07, StateBatteryPowerHV, 100.80000000000001
0000FD07, TempCellMax, 24.75
0000FD07, TempCellMin, 21.5
0000FD07, StateBMS, Wait_System_Up
0000FD08, VoltageCellMuxSelect, 27
0000FD08, VoltageCell82, 3.7266000000000004
0000FD08, VoltageCell83, 3.7253000000000003
0000FD08, VoltageCell84, 3.7262
0000FD0A, AdjustedVoltageCellMuxSelect, 27
0000FD0A, AdjustedVoltageCell82, 3.7266000000000004
0000FD0A, AdjustedVoltageCell83, 3.7253000000000003
0000FD0A, AdjustedVoltageCell84, 3.7262
0000FD0C, TempChannelMuxSelect, 27
0000FD0C, TempChannel82, 21.379999999999995
0000FD0C, TempChannel83, 21.439999999999998
0000FD0C, TempChannel84, 21.409999999999997
0000FD10, VCU_wheelSpeed_RL, 0.0
0000FD10, VCU_wheelSpeed_RR, 0.0
0000FD12, RLSpeedKPH, 0.0
0000FD12, RRSpeedKPH, 0.0
0000FD12, FLSpeedKPH, 0.0
0000FD12, FRSpeedKPH, 0.0
0000FD14, TCTorqueMax, 3.392
0000FD14, TCLeftSlip, -0.999
0000FD14, TCRightSlip, -0.999
0000FD14, TCTorqueAdjustment, 0.0
0000FD1F, ThrottlePercent, 0
0000FD1F, BrakePercent, 7
0000FD1F, brakePressure, 10
0000FD1F, SteeringAngle, -102
0000FD1F, BrakeWhileThrottle, 0
0000FD33, VCU_wheelSpeed_RL, 0.0
0000FD33, VCU_wheelSpeed_RR, 0.0
0000FD35, RLSpeedKPH, 0.0
0000FD35, RRSpeedKPH, 0.0
0000FD35, FLSpeedKPH, 0.0
0000FD35, FRSpeedKPH, 0.0
0000FD37, TCTorqueMax, 3.392
0000FD37, TCLeftSlip, -0.999
0000FD37, TCRightSlip, -0.999
0000FD37, TCTorqueAdjustment, 0.0
0000FD3A, VoltageCellMuxSelect, 28
0000FD3A, VoltageCell85, 3.7255000000000003
0000FD3A, VoltageCell86, 3.729
0000FD3A, VoltageCell87, 3.7152000000000003
0000FD3B, AdjustedVoltageCellMuxSelect, 28
0000FD3B, AdjustedVoltageCell85, 3.7255000000000003
0000FD3B, AdjustedVoltageCell86, 3.7291000000000003
0000FD3B, AdjustedVoltageCell87, 3.7157
0000FD40, TempChannelMuxSelect, 28
0000FD40, TempChannel85, 21.460000000000008
0000FD40, TempChannel86, 21.379999999999995
0000FD40, TempChannel87, 21.439999999999998
0000FD47, VoltageBusHV, 0.01
0000FD47, VoltageCellMax, 3.9128000000000003
0000FD47, VoltageCellMin, 3.6956
0000FD47, CurrentBusHV, 0.0
0000FD48, AMS_PackVoltage, 525.58
0000FD51, ThrottlePercent, 0
0000FD51, BrakePercent, 9
0000FD51, brakePressure, 10
0000FD51, SteeringAngle, -102
0000FD51, BrakeWhileThrottle, 0
0000FD56, VCU_wheelSpeed_RL, 0.0
0000FD56, VCU_wheelSpeed_RR, 0.0
0000FD58, RLSpeedKPH, 0.0
0000FD58, RRSpeedKPH, 0.0
0000FD58, FLSpeedKPH, 0.0
0000FD58, FRSpeedKPH, 0.0
0000FD5A, TCTorqueMax, 3.392
0000FD5A, TCLeftSlip, -0.999
0000FD5A, TCRightSlip, -0.999
0000FD5A, TCTorqueAdjustment, 0.0
0000FD75, StateBatteryChargeHV, 92.80000000000001
0000FD75, StateBatteryHealthHV, 0.0
0000FD75, StateBatteryPowerHV, 100.80000000000001
0000FD75, TempCellMax, 24.75
0000FD75, TempCellMin, 21.5
0000FD75, StateBMS, Wait_System_Up
0000FD76, VoltageCellMuxSelect, 29
0000FD76, VoltageCell88, 3.7829
0000FD76, VoltageCell89, 3.7728
0000FD76, VoltageCell90, 3.7742
0000FD78, AdjustedVoltageCellMuxSelect, 29
0000FD78, AdjustedVoltageCell88, 3.7827
0000FD78, AdjustedVoltageCell89, 3.7729000000000004
0000FD78, AdjustedVoltageCell90, 3.7741000000000002
0000FD79, VCU_wheelSpeed_RL, 0.0
0000FD79, VCU_wheelSpeed_RR, 0.0
0000FD7A, TempChannelMuxSelect, 29
0000FD7A, TempChannel88, 24.519999999999996
0000FD7A, TempChannel89, 21.400000000000006
0000FD7A, TempChannel90, 21.480000000000004
0000FD7B, RLSpeedKPH, 0.0
0000FD7B, RRSpeedKPH, 0.0
0000FD7B, FLSpeedKPH, 0.0
0000FD7B, FRSpeedKPH, 0.0
0000FD7D, TCTorqueMax, 3.392
0000FD7D, TCLeftSlip, -0.999
0000FD7D, TCRightSlip, -0.999
0000FD7D, TCTorqueAdjustment, 0.0
0000FD83, ThrottlePercent, 0
0000FD83, BrakePercent, 9
0000FD83, brakePressure, 10
0000FD83, SteeringAngle, -102
0000FD83, BrakeWhileThrottle, 0
0000FD9C, VCU_wheelSpeed_RL, 0.0
0000FD9C, VCU_wheelSpeed_RR, 0.0
0000FD9C, VoltageCellMuxSelect, 30
0000FD9C, VoltageCell91, 3.7154000000000003
0000FD9C, VoltageCell92, 3.7273
0000FD9C, VoltageCell93, 3.7261
0000FD9D, PDU_Heartbeat_dummydata, 0
0000FD9E, RLSpeedKPH, 0.0
0000FD9E, RRSpeedKPH, 0.0
0000FD9E, FLSpeedKPH, 0.0
0000FD9E, FRSpeedKPH, 0.0
0000FD9E, AdjustedVoltageCellMuxSelect, 30
0000FD9E, AdjustedVoltageCell91, 3.7157
0000FD9E, AdjustedVoltageCell92, 3.7273
0000FD9E, AdjustedVoltageCell93, 3.7262
0000FD9E, ChannelCurrentFanLeft, 0.0
0000FD9E, ChannelCurrentFanRight, 0.0
0000FD9E, ChannelCurrentPumpLeft, 0.0
0000FD9E, ChannelCurrentPumpRight, 0.0
0000FD9F, ChannelCurrentBMU, 0.3
0000FD9F, ChannelCurrentDCU, 0.05
0000FD9F, ChannelCurrentVCU, 0.58
0000FD9F, ChannelCurrentWSB, 0.42
0000FD9F, ChannelCurrentAUX, 0.0
0000FD9F, ChannelCurrentBrakeLight, 0.01
0000FD9F, ChannelCurrentMCLeft, 0.0
0000FD9F, ChannelCurrentMCRight, 0.0
0000FD9F, BMGR1_State, 1
0000FD9F, BMGR2_State, 1
0000FD9F, BMGR3_State, 1
0000FD9F, DC_DC_ON, 0
0000FD9F, CarStateIsLV, -1
0000FD9F, CarStateIsEM, 0
0000FD9F, CarStateIsHV, 0
0000FD9F, TCTorqueMax, 3.392
0000FD9F, TCLeftSlip, -0.999
0000FD9F, TCRightSlip, -0.999
0000FD9F, TCTorqueAdjustment, 0.0
0000FDA2, TempChannelMuxSelect, 30
0000FDA2, TempChannel91, 21.620000000000005
0000FDA2, TempChannel92, 21.450000000000003
0000FDA2, TempChannel93, 21.409999999999997
0000FDAA, DCU_Heartbeat_dummydata, 0
0000FDAE, VoltageBusHV, 0.05
0000FDAE, VoltageCellMax, 3.9128000000000003
0000FDAE, VoltageCellMin, 3.6955
0000FDAE, CurrentBusHV, 0.01
0000FDB0, AMS_PackVoltage, 525.58
0000FDB5, ThrottlePercent, 0
0000FDB5, BrakePercent, 9
0000FDB5, brakePressure, 10
0000FDB5, SteeringAngle, -102
0000FDB5, BrakeWhileThrottle, 0
0000FDBF, VCU_wheelSpeed_RL, 0.0
0000FDBF, VCU_wheelSpeed_RR, 0.0
0000FDC1, RLSpeedKPH, 0.0
0000FDC1, RRSpeedKPH, 0.0
0000FDC1, FLSpeedKPH, 0.0
0000FDC1, FRSpeedKPH, 0.0
0000FDC3, TCTorqueMax, 3.392
0000FDC3, TCLeftSlip, -0.999
0000FDC3, TCRightSlip, -0.999
0000FDC3, TCTorqueAdjustment, 0.0
0000FDCF, BMU_Heartbeat_dummydata, 0
0000FDE2, VCU_wheelSpeed_RL, 0.0
0000FDE2, VCU_wheelSpeed_RR, 0.0
0000FDE3, StateBatteryChargeHV, 92.80000000000001
0000FDE3, StateBatteryHealthHV, 0.0
0000FDE3, StateBatteryPowerHV, 100.80000000000001
0000FDE3, TempCellMax, 24.75
0000FDE3, TempCellMin, 21.5
0000FDE3, StateBMS, Wait_System_Up
0000FDE3, BrakePressureBMU, 507.0
0000FDE4, FanPeriod, -112
0000FDE4, RLSpeedKPH, 0.0
0000FDE4, RRSpeedKPH, 0.0
0000FDE4, FLSpeedKPH, 0.0
0000FDE4, FRSpeedKPH, 0.0
0000FDE4, VoltageCellMuxSelect, 31
0000FDE4, VoltageCell94, 3.7262
0000FDE4, VoltageCell95, 3.7258
0000FDE4, VoltageCell96, 3.7298
0000FDE6, TCTorqueMax, 3.392
0000FDE6, TCLeftSlip, -0.999
0000FDE6, TCRightSlip, -0.999
0000FDE6, TCTorqueAdjustment, 0.0
0000FDE6, AdjustedVoltageCellMuxSelect, 31
0000FDE6, AdjustedVoltageCell94, 3.7262
0000FDE6, AdjustedVoltageCell95, 3.7258
0000FDE6, AdjustedVoltageCell96, 3.7297000000000002
0000FDE6, VCU_Heartbeat_dummydata, 0
0000FDE7, ThrottlePercent, 0
0000FDE7, BrakePercent, 8
0000FDE7, brakePressure, 10
0000FDE7, SteeringAngle, -102
0000FDE7, BrakeWhileThrottle, 0
0000FDE8, TempChannelMuxSelect, 31
0000FDE8, TempChannel94, 21.460000000000008
0000FDE8, TempChannel95, 21.409999999999997
0000FDE8, TempChannel96, 21.35000000000001
0000FE00, VoltageCellMuxSelect, 32
0000FE00, VoltageCell97, 3.7167000000000003
0000FE00, VoltageCell98, 3.7847000000000004
0000FE00, VoltageCell99, 3.7727000000000004
0000FE01, VoltageBusLV, 12113
0000FE01, CurrentBusLV, 395
0000FE02, AdjustedVoltageCellMuxSelect, 32
0000FE02, AdjustedVoltageCell97, 3.7171000000000003
0000FE02, AdjustedVoltageCell98, 3.7844
0000FE02, AdjustedVoltageCell99, 3.7727000000000004
0000FE04, TempChannelMuxSelect, 32
0000FE04, TempChannel97, 21.460000000000008
0000FE04, TempChannel98, 21.35000000000001
0000FE04, TempChannel99, 21.460000000000008
0000FE15, VCU_wheelSpeed_RL, 0.0
0000FE15, VCU_wheelSpeed_RR, 0.0
0000FE16, RLSpeedKPH, 0.0
0000FE16, RRSpeedKPH, 0.0
0000FE16, FLSpeedKPH, 0.0
0000FE16, FRSpeedKPH, 0.0
0000FE16, TCTorqueMax, 3.392
0000FE16, TCLeftSlip, -0.999
0000FE16, TCRightSlip, -0.999
0000FE16, TCTorqueAdjustment, 0.0
0000FE16, VoltageBusHV, 0.0
0000FE16, VoltageCellMax, 3.9128000000000003
0000FE16, VoltageCellMin, 3.6955
0000FE16, CurrentBusHV, 0.01
0000FE16, AMS_PackVoltage, 525.58
0000FE19, ThrottlePercent, 0
0000FE19, BrakePercent, 8
0000FE19, brakePressure, 10
0000FE19, SteeringAngle, -102
0000FE19, BrakeWhileThrottle, 0
0000FE28, VCU_wheelSpeed_RL, 0.0
0000FE28, VCU_wheelSpeed_RR, 0.0
0000FE2A, RLSpeedKPH, 0.0
0000FE2A, RRSpeedKPH, 0.0
0000FE2A, FLSpeedKPH, 0.0
0000FE2A, FRSpeedKPH, 0.0
0000FE2C, TCTorqueMax, 3.392
0000FE2C, TCLeftSlip, -0.999
0000FE2C, TCRightSlip, -0.999
0000FE2C, TCTorqueAdjustment, 0.0
0000FE32, VoltageCellMuxSelect, 33
0000FE32, VoltageCell100, 3.7719
0000FE32, VoltageCell101, 3.7214
0000FE32, VoltageCell102, 3.726
0000FE36, AdjustedVoltageCellMuxSelect, 33
0000FE36, AdjustedVoltageCell100, 3.7719
0000FE36, AdjustedVoltageCell101, 3.7214
0000FE36, AdjustedVoltageCell102, 3.7259
0000FE37, TempChannelMuxSelect, 33
0000FE37, TempChannel100, 21.35000000000001
0000FE37, TempChannel101, 21.460000000000008
0000FE37, TempChannel102, 21.430000000000007
0000FE4B, ThrottlePercent, 0
0000FE4B, BrakePercent, 9
0000FE4B, brakePressure, 10
0000FE4B, SteeringAngle, -102
0000FE4B, BrakeWhileThrottle, 0
0000FE4B, VCU_wheelSpeed_RL, 0.0
0000FE4B, VCU_wheelSpeed_RR, 0.0
0000FE4D, RLSpeedKPH, 0.0
0000FE4D, RRSpeedKPH, 0.0
0000FE4D, FLSpeedKPH, 0.0
0000FE4D, FRSpeedKPH, 0.0
0000FE4F, TCTorqueMax, 3.392
0000FE4F, TCLeftSlip, -0.999
0000FE4F, TCRightSlip, -0.999
0000FE4F, TCTorqueAdjustment, 0.0
0000FE51, StateBatteryChargeHV, 92.80000000000001
0000FE51, StateBatteryHealthHV, 0.0
0000FE51, StateBatteryPowerHV, 100.80000000000001
0000FE51, TempCellMax, 24.75
0000FE51, TempCellMin, 21.5
0000FE51, StateBMS, Wait_System_Up
0000FE64, VoltageCellMuxSelect, 34
0000FE64, VoltageCell103, 3.725
0000FE64, VoltageCell104, 3.7257000000000002
0000FE64, VoltageCell105, 3.7252
0000FE68, AdjustedVoltageCellMuxSelect, 34
0000FE68, AdjustedVoltageCell103, 3.725
0000FE68, AdjustedVoltageCell104, 3.7258
0000FE68, AdjustedVoltageCell105, 3.7253000000000003
0000FE69, TempChannelMuxSelect, 34
0000FE69, TempChannel103, 24.519999999999996
0000FE69, TempChannel104, 21.42
0000FE69, TempChannel105, 24.519999999999996
0000FE6E, VCU_wheelSpeed_RL, 0.0
0000FE6E, VCU_wheelSpeed_RR, 0.0
0000FE70, RLSpeedKPH, 0.0
0000FE70, RRSpeedKPH, 0.0
0000FE70, FLSpeedKPH, 0.0
0000FE70, FRSpeedKPH, 0.0
0000FE72, TCTorqueMax, 3.392
0000FE72, TCLeftSlip, -0.999
0000FE72, TCRightSlip, -0.999
0000FE72, TCTorqueAdjustment, 0.0
0000FE7D, ThrottlePercent, 0
0000FE7D, BrakePercent, 13
0000FE7D, brakePressure, 10
0000FE7D, SteeringAngle, -102
0000FE7D, BrakeWhileThrottle, 0
0000FE7D, VoltageBusHV, 0.0
0000FE7D, VoltageCellMax, 3.9129
0000FE7D, VoltageCellMin, 3.6955
0000FE7D, CurrentBusHV, 0.01
0000FE7E, AMS_PackVoltage, 525.58
0000FE91, VCU_wheelSpeed_RL, 0.0
0000FE91, VCU_wheelSpeed_RR, 0.0
0000FE93, RLSpeedKPH, 0.0
0000FE93, RRSpeedKPH, 0.0
0000FE93, FLSpeedKPH, 0.0
0000FE93, FRSpeedKPH, 0.0
0000FE95, TCTorqueMax, 3.392
0000FE95, TCLeftSlip, -0.999
0000FE95, TCRightSlip, -0.999
0000FE95, TCTorqueAdjustment, 0.0
0000FE98, VoltageCellMuxSelect, 35
0000FE98, VoltageCell106, 3.7287000000000003
0000FE98, VoltageCell107, 3.7152000000000003
0000FE98, VoltageCell108, 3.7828000000000004
0000FE99, AdjustedVoltageCellMuxSelect, 35
0000FE99, AdjustedVoltageCell106, 3.7287000000000003
0000FE99, AdjustedVoltageCell107, 3.7152000000000003
0000FE99, AdjustedVoltageCell108, 3.7827
0000FE9E, TempChannelMuxSelect, 35
0000FE9E, TempChannel106, 21.430000000000007
0000FE9E, TempChannel107, 21.370000000000005
0000FE9E, TempChannel108, 21.540000000000006
0000FEAF, ThrottlePercent, 0
0000FEAF, BrakePercent, 10
0000FEAF, brakePressure, 10
0000FEAF, SteeringAngle, -102
0000FEAF, BrakeWhileThrottle, 0
0000FEB4, VCU_wheelSpeed_RL, 0.0
0000FEB4, VCU_wheelSpeed_RR, 0.0
